Prioridade;Segmento;Produto;Preço;Link;Shopee;Segmento_Original
975;Whey protein;Isopure dutch chocolate protein;US$50;https://www.facebook.com/marketplace/item/1035021692172038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Isopure%20dutch%20chocolate%20protein;Whey protein
974;Cafeteira nespresso;Nespresso Vertuo Next Coffee and Espresso Machine by De'Longhi;US$110;https://www.facebook.com/marketplace/item/1217449160339132/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Nespresso%20Vertuo%20Next%20Coffee%20and%20Espresso%20Machine%20by%20De'Longhi;Cafeteira nespresso
974;Playstation 5;Playstation 5 slim digital edition with 1TB storage, 2 controller;US$399;https://www.facebook.com/marketplace/item/1390230089247966/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Playstation%205%20slim%20digital%20edition%20with%201TB%20storage,%202%20controller;Playstation 5
974;Smartwatch amoled;Samsung Galaxy watch 4 classic stainless steel smartwatch 44 mm;US$60;https://www.facebook.com/marketplace/item/25803025796054657/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Samsung%20Galaxy%20watch%204%20classic%20stainless%20steel%20smartwatch%2044%20mm;Smartwatch amoled
974;Perfume árabe;Perfumes de mujer;US$25;https://www.facebook.com/marketplace/item/1555019462498294/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Perfumes%20de%20mujer;Perfume árabe
974;Monitor 4k;"LG 27UP650K-W Monitor 27"" Ultrafino 4K UHD";US$150;https://www.facebook.com/marketplace/item/749457581145963/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;"https://shopee.com.br/search?keyword=LG%2027UP650K-W%20Monitor%2027""%20Ultrafino%204K%20UHD";Monitor 4k
974;Creatina;Natural Vitality Magnesium Drink;US$12;https://www.facebook.com/marketplace/item/1214515946724483/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Natural%20Vitality%20Magnesium%20Drink;Creatina
974;Air fryer;New inbox air fryer;"US$100
US$120";https://www.facebook.com/marketplace/item/1424585739461456/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=New%20inbox%20air%20fryer;Air fryer
974;Whey protein;Protein Snacks;Gratuito;https://www.facebook.com/marketplace/item/863746300014991/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Protein%20Snacks;Whey protein
973;Perfume árabe;Fragrances New;US$100;https://www.facebook.com/marketplace/item/1295734529002151/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Fragrances%20New;Perfume árabe
973;Smartwatch amoled;Amazfit Bip 3 Pro Smart Watch, Customizable Watch Faces and Straps;US$30;https://www.facebook.com/marketplace/item/1511639110543771/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Amazfit%20Bip%203%20Pro%20Smart%20Watch,%20Customizable%20Watch%20Faces%20and%20Straps;Smartwatch amoled
973;Monitor 4k;LG 27US500-W Ultrafine Monitor 27-Inch 4K UHD;US$150;https://www.facebook.com/marketplace/item/1404909067974053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=LG%2027US500-W%20Ultrafine%20Monitor%2027-Inch%204K%20UHD;Monitor 4k
973;Creatina;Malteada / Proteína Y mas;US$60;https://www.facebook.com/marketplace/item/812738554968205/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Malteada%20/%20Proteína%20Y%20mas;Creatina
973;Whey protein;Black Magic Protein Drink;US$30;https://www.facebook.com/marketplace/item/909485928143171/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Black%20Magic%20Protein%20Drink;Whey protein
973;Playstation 5;🎮 PlayStation 5;US$399;https://www.facebook.com/marketplace/item/1352310440268733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=🎮%20PlayStation%205;Playstation 5
973;Air fryer;Elite Gourmet Black Air Fryer Oven - NEW;US$125;https://www.facebook.com/marketplace/item/1204035811804222/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Elite%20Gourmet%20Black%20Air%20Fryer%20Oven%20-%20NEW;Air fryer
973;Cafeteira nespresso;L'or Barista Espresso Machine White Nespresso Compatible;US$75;https://www.facebook.com/marketplace/item/874158478806800/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=L'or%20Barista%20Espresso%20Machine%20White%20Nespresso%20Compatible;Cafeteira nespresso
972;Air fryer;Daly City, CA;"US$25
US$35";https://www.facebook.com/marketplace/item/821257560314164/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Daly%20City,%20CA;Air fryer
972;Creatina;NowSports Whey Protein 10lb Creamy Chocolate flavor;US$100;https://www.facebook.com/marketplace/item/2338277883344604/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=NowSports%20Whey%20Protein%2010lb%20Creamy%20Chocolate%20flavor;Creatina
972;Cafeteira nespresso;San Pablo, CA;US$50;https://www.facebook.com/marketplace/item/2349614972180224/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=San%20Pablo,%20CA;Cafeteira nespresso
972;Perfume árabe;Perfumes originales;US$100;https://www.facebook.com/marketplace/item/887013313713141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Perfumes%20originales;Perfume árabe
972;Smartwatch amoled;Galaxy 4 watch with charger.;US$60;https://www.facebook.com/marketplace/item/26142491845355475/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Galaxy%204%20watch%20with%20charger.;Smartwatch amoled
972;Whey protein;Premier Protein Powder – Vanilla (35 Servings) – Opened Pack;US$40;https://www.facebook.com/marketplace/item/2094270784441632/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Premier%20Protein%20Powder%20–%20Vanilla%20(35%20Servings)%20–%20Opened%20Pack;Whey protein
972;Monitor 4k;Monitor samsung;US$20;https://www.facebook.com/marketplace/item/2698717263814574/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=Monitor%20samsung;Monitor 4k
972;Playstation 5;PlayStation 5 Digital J3LN-D2;US$103;https://www.facebook.com/marketplace/item/1224413249755076/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Digital%20J3LN-D2;Playstation 5
971;Cafeteira nespresso;South San Francisco, CA;US$400;https://www.facebook.com/marketplace/item/1087320606853740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=South%20San%20Francisco,%20CA;Cafeteira nespresso
971;Creatina;Nutricion completa suplementos Adaptageno;US$110;https://www.facebook.com/marketplace/item/1426296145761369/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Nutricion%20completa%20suplementos%20Adaptageno;Creatina
971;Whey protein;Hi-Tech 100% Whey Protein Isolate: Honey granola, PB chocolate, vanilla, chocolate, strawberry, etc.;US$50;https://www.facebook.com/marketplace/item/1729419331069639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Hi-Tech%20100%%20Whey%20Protein%20Isolate:%20Honey%20granola,%20PB%20chocolate,%20vanilla,%20chocolate,%20strawberry,%20etc.;Whey protein
971;Air fryer;Air fryer usado buen estado;"US$45
US$60";https://www.facebook.com/marketplace/item/715649471319819/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Air%20fryer%20%20buen%20estado;Air fryer
971;Perfume árabe;Perfumes árabes huelen súper rico pregunté por los precios .solo preguntas serias…;Gratuito;https://www.facebook.com/marketplace/item/870232079081216/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Perfumes%20árabes%20huelen%20súper%20rico%20pregunté%20por%20los%20precios%20.solo%20preguntas%20serias…;Perfume árabe
971;Monitor 4k;samsung m7 smart monitor 32inch 4k;US$190;https://www.facebook.com/marketplace/item/905269718774655/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=samsung%20m7%20smart%20monitor%2032inch%204k;Monitor 4k
971;Playstation 5;San Francisco, CA;US$200;https://www.facebook.com/marketplace/item/1203267984762828/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=San%20Francisco,%20CA;Playstation 5
971;Smartwatch amoled;Brand New Sealed Samsung Galaxy Watch6 47mm Bluetooth and WiFi Smart Watch, Black SM-R960NZKAXAA;US$190;https://www.facebook.com/marketplace/item/1201302344886151/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Brand%20New%20Sealed%20Samsung%20Galaxy%20Watch6%2047mm%20Bluetooth%20and%20WiFi%20Smart%20Watch,%20Black%20SM-R960NZKAXAA;Smartwatch amoled
970;Smartwatch amoled;Amazfit T-Rex 2 Smart Watch;"US$120
US$165";https://www.facebook.com/marketplace/item/1648951533150683/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Amazfit%20T-Rex%202%20Smart%20Watch;Smartwatch amoled
970;Playstation 5;PLAYSTATION 5 SLIM;US$200;https://www.facebook.com/marketplace/item/4177434929251242/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PLAYSTATION%205%20SLIM;Playstation 5
970;Monitor 4k;"32"" Samsung Odyssey OLED G8 G81SF 4K 240Hz Gaming Monitor";US$850;https://www.facebook.com/marketplace/item/1442580607574410/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;"https://shopee.com.br/search?keyword=32""%20Samsung%20Odyssey%20OLED%20G8%20G81SF%204K%20240Hz%20Gaming%20Monitor";Monitor 4k
970;Whey protein;Creatine gummies. 2 pack, 60 per pack, 120 total.;US$20;https://www.facebook.com/marketplace/item/1921931138723092/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Creatine%20gummies.%202%20pack,%2060%20per%20pack,%20120%20total.;Whey protein
970;Creatina;Oakland, CA;US$28;https://www.facebook.com/marketplace/item/1325978035400806/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Oakland,%20CA;Creatina
970;Perfume árabe;YSL Black Opium Extreme Perfume 90ml, over half remaining ￼;"US$40
US$60";https://www.facebook.com/marketplace/item/1366182405257293/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=YSL%20Black%20Opium%20Extreme%20Perfume%2090ml,%20over%20half%20remaining%20￼;Perfume árabe
970;Air fryer;Power XL 3QT air fryer;US$30;https://www.facebook.com/marketplace/item/25140944172271299/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Power%20XL%203QT%20air%20fryer;Air fryer
970;Cafeteira nespresso;Breville ® Barista Express ® Espresso Machine;US$250;https://www.facebook.com/marketplace/item/2209926052746513/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Breville%20®%20Barista%20Express%20®%20Espresso%20Machine;Cafeteira nespresso
969;Whey protein;Strawberry protein powder;US$199;https://www.facebook.com/marketplace/item/1396432785433618/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Strawberry%20protein%20powder;Whey protein
969;Monitor 4k;HP 4K Monitor 27f;"US$180
US$250";https://www.facebook.com/marketplace/item/1147688470617033/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=HP%204K%20Monitor%2027f;Monitor 4k
969;Smartwatch amoled;Samsung watch 4;"US$50
US$75";https://www.facebook.com/marketplace/item/695852980211978/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Samsung%20watch%204;Smartwatch amoled
969;Playstation 5;PlayStation 5 Slim Console - PlayStation 5;US$100;https://www.facebook.com/marketplace/item/828038083605341/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Slim%20Console%20-%20PlayStation%205;Playstation 5
969;Perfume árabe;Vallejo, CA;US$100;https://www.facebook.com/marketplace/item/1222598473357207/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Vallejo,%20CA;Perfume árabe
969;Cafeteira nespresso;Breville Barista Pro Espresso Machine;US$450;https://www.facebook.com/marketplace/item/929127932976590/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Breville%20Barista%20Pro%20Espresso%20Machine;Cafeteira nespresso
969;Creatina;VEICK Resistance Bands;US$10;https://www.facebook.com/marketplace/item/4293309734268417/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=VEICK%20Resistance%20Bands;Creatina
969;Air fryer;Air fryer $30 OBO;"US$30
US$60";https://www.facebook.com/marketplace/item/1366856571885273/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Air%20fryer%20$30%20OBO;Air fryer
968;Cafeteira nespresso;Espresso Machine;"US$75
US$100";https://www.facebook.com/marketplace/item/1518139772586553/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Espresso%20Machine;Cafeteira nespresso
968;Air fryer;Corsi small air fryer;US$20;https://www.facebook.com/marketplace/item/1327158305809123/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Corsi%20small%20air%20fryer;Air fryer
968;Creatina;Gym, nutrición;US$20;https://www.facebook.com/marketplace/item/707030395666595/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Gym,%20nutrición;Creatina
968;Perfume árabe;OUAI fragrance mist set;US$15;https://www.facebook.com/marketplace/item/751221580906163/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=OUAI%20fragrance%20mist%20set;Perfume árabe
968;Smartwatch amoled;Garmin Venu Smartwatch;US$220;https://www.facebook.com/marketplace/item/1233906171944602/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Garmin%20Venu%20Smartwatch;Smartwatch amoled
968;Playstation 5;Playstation 5;"US$300
US$350";https://www.facebook.com/marketplace/item/1709160950048474/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Playstation%205;Playstation 5
968;Monitor 4k;LG 34GS95QE 34-inch Ultragear OLED Curved Gaming Monitor WQHD 1440p 800R 240Hz;US$350;https://www.facebook.com/marketplace/item/860367463440175/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=LG%2034GS95QE%2034-inch%20Ultragear%20OLED%20Curved%20Gaming%20Monitor%20WQHD%201440p%20800R%20240Hz;Monitor 4k
968;Whey protein;Sealed Premier Protein 15 pack / 30g protein each shake - limited stock available - sells out quick!;US$25;https://www.facebook.com/marketplace/item/2637170966652531/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Sealed%20Premier%20Protein%2015%20pack%20/%2030g%20protein%20each%20shake%20-%20limited%20stock%20available%20-%20sells%20out%20quick!;Whey protein
967;Creatina;💪🏻 Proteína Vida Pure;US$100;https://www.facebook.com/marketplace/item/870391295684003/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=💪🏻%20Proteína%20Vida%20Pure;Creatina
967;Cafeteira nespresso;KRUPS espresso machine;US$20;https://www.facebook.com/marketplace/item/2226485157757036/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=KRUPS%20espresso%20machine;Cafeteira nespresso
967;Whey protein;Hercules, CA;US$25;https://www.facebook.com/marketplace/item/873570958354312/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Hercules,%20CA;Whey protein
967;Air fryer;Dreo air fryer;US$35;https://www.facebook.com/marketplace/item/1862332667980761/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Dreo%20air%20fryer;Air fryer
967;Perfume árabe;Perfumes minis;US$35;https://www.facebook.com/marketplace/item/885035631036039/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Perfumes%20minis;Perfume árabe
967;Monitor 4k;LG 32BN88U-B 31.5” IPS 4K Professional Monitors (Two);"US$350
US$400";https://www.facebook.com/marketplace/item/756966817170781/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=LG%2032BN88U-B%2031.5”%20IPS%204K%20Professional%20Monitors%20(Two);Monitor 4k
967;Playstation 5;Sony Playstation 5 Digital Console Black Ops 6 Edition M1154;US$99;https://www.facebook.com/marketplace/item/933652832421808/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Sony%20Playstation%205%20Digital%20Console%20Black%20Ops%206%20Edition%20M1154;Playstation 5
967;Smartwatch amoled;Garmin Vivoactive 4;US$100;https://www.facebook.com/marketplace/item/1193807718844780/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Garmin%20Vivoactive%204;Smartwatch amoled
966;Monitor 4k;"Sceptre 34"" Curved Monitor";US$199;https://www.facebook.com/marketplace/item/1438283411131579/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;"https://shopee.com.br/search?keyword=Sceptre%2034""%20Curved%20Monitor";Monitor 4k
966;Whey protein;Boost very high calorie proteina chocolate;US$30;https://www.facebook.com/marketplace/item/914816891017844/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Boost%20very%20high%20calorie%20proteina%20chocolate;Whey protein
966;Cafeteira nespresso;Automatic Espresso Coffee Machine – Red Matte;US$385;https://www.facebook.com/marketplace/item/878457688360831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Automatic%20Espresso%20Coffee%20Machine%20–%20Red%20Matte;Cafeteira nespresso
966;Creatina;Protein powder;US$40;https://www.facebook.com/marketplace/item/2653956138323709/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Protein%20powder;Creatina
966;Air fryer;10.6 Quart Air fryer;US$50;https://www.facebook.com/marketplace/item/1334586731754269/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=10.6%20Quart%20Air%20fryer;Air fryer
966;Playstation 5;PlayStation 5 Pro NEW NEVER OPENED;US$720;https://www.facebook.com/marketplace/item/1101614075341084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Pro%20NEW%20NEVER%20OPENED;Playstation 5
966;Smartwatch amoled;Garmin Venu GPS Smartwatch;"US$200
US$300";https://www.facebook.com/marketplace/item/1608348333669511/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Garmin%20Venu%20GPS%20Smartwatch;Smartwatch amoled
966;Perfume árabe;Armani cologne;US$75;https://www.facebook.com/marketplace/item/1840862466536639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Armani%20cologne;Perfume árabe
965;Playstation 5;PlayStation 5 Slim Console - PlayStation 5;US$99;https://www.facebook.com/marketplace/item/1728741638103893/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Slim%20Console%20-%20PlayStation%205;Playstation 5
965;Air fryer;Philips Airfryer HD9641 Digital Air Fryer, Good Condition;"US$25
US$30";https://www.facebook.com/marketplace/item/889650466846833/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Philips%20Airfryer%20HD9641%20Digital%20Air%20Fryer,%20Good%20Condition;Air fryer
965;Cafeteira nespresso;Ninja Luxe Cafe 3 in 1 espresso coffee machine;"US$450
US$500";https://www.facebook.com/marketplace/item/795977206848510/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Ninja%20Luxe%20Cafe%203%20in%201%20espresso%20coffee%20machine;Cafeteira nespresso
965;Smartwatch amoled;Garmin Venu SQ2 smartwatch;US$185;https://www.facebook.com/marketplace/item/1189570822690304/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Garmin%20Venu%20SQ2%20smartwatch;Smartwatch amoled
965;Creatina;Protein powders and protein bars;US$80;https://www.facebook.com/marketplace/item/1590504378520304/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Protein%20powders%20and%20protein%20bars;Creatina
